id,sex,married,employment,income,digital1
105984,F,1,employed,15573.0,0.382
105985,F,0,employed,36098.0,0.549
105986,F,1,retired,10565.0,0.214
105987,M,0,student,4894.0,0.615
105988,F,0,unemployed,22954.0,0.21
105989,F,1,unemployed,0.0,0.422
105990,F,0,student,15641.0,0.318
105991,M,0,employed,519340.0,0.533
105992,M,0,employed,27224.0,0.283
105993,M,0,employed,89010.0,0.618
105994,F,0,student,14132.0,0.068
105995,M,1,employed,25896.0,0.314
105996,M,0,student,0.0,0.62
105997,M,0,employed,63395.0,0.134
105998,M,0,employed,25833.0,0.468
105999,M,1,employed,57440.0,0.428
106000,M,1,employed,19598.0,0.078
106001,M,1,employed,73206.0,0.255
106002,F,1,employed,59881.0,0.414
106003,F,0,student,12087.0,0.001
106004,M,1,employed,20146.0,0.437
106005,M,1,employed,516665.0,0.45
106006,M,1,employed,61439.0,0.443
106007,F,0,unemployed,22895.0,0.597
106008,M,0,employed,29704.0,0.108
106009,M,1,employed,25940.0,0.573
106010,M,1,employed,98480.0,0.342
106011,F,0,student,9884.0,0.287
106012,M,1,student,0.0,0.263
106013,M,1,employed,213088.0,0.363
106014,F,0,employed,57338.0,0.388
106015,M,1,employed,97012.0,0.495
106016,F,1,unemployed,20718.0,0.522
106017,M,1,employed,64425.0,0.447
106018,F,1,employed,27087.0,0.523
106019,M,0,retired,18938.0,0.203
106020,M,1,employed,47285.0,0.604
106021,M,1,employed,32799.0,0.322
106022,F,1,unemployed,0.0,0.172
106023,M,1,employed,23175.0,0.153
106024,F,1,retired,26024.0,0.094
106025,F,1,employed,21348.0,0.443
106026,F,1,retired,10887.0,0.247
106027,F,1,employed,30138.0,0.305
106028,F,0,employed,24516.0,0.129
106029,F,1,employed,43858.0,0.48
106030,F,0,employed,39429.0,0.088
106031,M,1,employed,42142.0,0.161
106032,M,1,retired,27260.0,0.183
106033,F,0,employed,42494.0,0.406
106034,M,1,unemployed,0.0,0.061
106035,M,1,employed,43446.0,0.601
106036,M,0,retired,35328.0,0.236
106037,F,1,employed,17638.0,0.392
106038,M,0,employed,20070.0,0.332
106039,F,0,employed,119507.0,0.253
106040,M,1,employed,29620.0,0.492
106041,M,1,retired,42547.0,0.109
106042,F,1,unemployed,25429.0,0.621
106043,M,0,employed,36545.0,0.487
106044,M,1,employed,34745.0,0.488
106045,M,0,employed,66699.0,0.259
106046,F,1,employed,21194.0,0.63
106047,M,0,student,0.0,0.06
106048,M,1,unemployed,28011.0,0.361
106049,M,1,employed,38247.0,0.072
106050,F,1,unemployed,24286.0,0.574
106051,M,1,unemployed,21332.0,0.504
106052,M,1,employed,71970.0,0.133
106053,M,1,employed,21605.0,0.696
106054,F,1,unemployed,22211.0,0.105
106055,F,0,employed,18033.0,0.329
106056,F,0,retired,42801.0,0.116
106057,F,1,employed,26467.0,0.291
106058,M,1,employed,32481.0,0.485
106059,M,1,employed,47264.0,0.605
106060,M,1,employed,43668.0,0.033
106061,F,1,employed,32166.0,0.335
106062,M,0,employed,48825.0,0.081
106063,F,1,employed,19849.0,0.048
106064,F,1,employed,40479.0,0.617
106065,M,1,employed,1000000.0,0.53
106066,M,1,employed,53021.0,0.598
106067,M,1,retired,25975.0,0.268
106068,M,1,unemployed,26782.0,0.38
106069,M,0,retired,15175.0,0.03
106070,F,0,employed,62303.0,0.405
106071,F,1,employed,18669.0,0.636
106072,M,1,employed,25025.0,0.057
106073,F,1,employed,13919.0,0.61
106074,M,1,employed,27686.0,0.308
106075,M,0,employed,20730.0,0.547
106076,M,1,employed,31667.0,0.489
106077,F,0,unemployed,19290.0,0.665
106078,F,1,employed,72023.0,0.229
106079,F,1,unemployed,26907.0,0.095
106080,M,1,unemployed,23803.0,0.181
106081,F,1,employed,18958.0,0.43
106082,F,1,student,16828.0,0.42
106083,M,0,student,12067.0,0.785
106084,F,1,employed,24108.0,0.239
106085,F,0,employed,20150.0,0.431
106086,M,1,employed,76817.0,0.507
106087,M,0,retired,58172.0,0.019
106088,M,0,student,6503.0,0.318
106089,M,1,employed,28656.0,0.182
106090,M,1,unemployed,25401.0,0.17
106091,M,1,employed,17612.0,0.518
106092,M,0,employed,50171.0,0.332
106093,F,1,employed,22607.0,0.581
106094,M,0,student,8729.0,0.51
106095,F,1,employed,26583.0,0.414
106096,F,1,employed,19658.0,0.184
106097,M,1,retired,32333.0,0.196
106098,M,0,retired,38727.0,0.031
106099,M,1,employed,54021.0,0.584
106100,F,1,employed,20022.0,0.542
106101,M,1,employed,66042.0,0.367
106102,F,1,employed,37313.0,0.592
106103,M,1,employed,28678.0,0.025
106104,M,1,employed,21642.0,0.426
106105,M,0,student,10303.0,0.25
106106,M,1,employed,21506.0,0.468
106107,F,1,employed,12814.0,0.538
106108,F,1,retired,13198.0,0.259
106109,F,1,retired,18056.0,0.165
106110,M,0,employed,29226.0,0.685
106111,F,0,unemployed,26589.0,0.065
106112,F,1,retired,22946.0,0.151
106113,M,1,employed,7235.0,0.338
106114,F,0,unemployed,24467.0,0.256
106115,F,1,employed,55863.0,0.329
106116,F,1,employed,15764.0,0.511
106117,M,0,employed,59241.0,0.307
106118,F,0,employed,17073.0,0.216
106119,F,1,employed,25813.0,0.556
106120,F,0,student,4220.0,0.381
106121,F,1,employed,187945.0,0.203
106122,M,0,employed,46888.0,0.434
106123,M,1,employed,47043.0,0.533
106124,M,1,employed,70826.0,0.675
106125,M,1,employed,31367.0,0.384
106126,F,1,unemployed,23249.0,0.568
106127,M,1,employed,18094.0,0.098
106128,F,1,unemployed,22349.0,0.381
106129,F,1,employed,18113.0,0.176
106130,M,1,employed,41787.0,0.274
106131,F,1,employed,31694.0,0.578
106132,F,1,employed,32348.0,0.245
106133,M,0,student,0.0,0.518
106134,M,0,employed,31285.0,0.521
106135,F,0,employed,24741.0,0.541
106136,M,1,unemployed,24529.0,0.301
106137,F,0,employed,32585.0,0.137
106138,M,0,student,0.0,0.62
106139,F,1,retired,37582.0,0.227
106140,M,1,employed,41878.0,0.095
106141,F,0,student,0.0,0.469
106142,M,1,employed,27774.0,0.42
106143,M,1,employed,39564.0,0.568
106144,M,1,employed,14322.0,0.608
106145,M,1,employed,20469.0,0.011
106146,M,0,employed,50720.0,0.557
106147,F,1,unemployed,0.0,0.144
106148,F,1,retired,74937.0,0.1
106149,M,0,employed,31125.0,0.276
106150,M,1,employed,20003.0,0.446
106151,M,1,employed,21906.0,0.561
106152,F,0,unemployed,22172.0,0.145
106153,M,1,employed,498791.0,0.041
106154,M,0,employed,35674.0,0.314
106155,F,1,employed,56351.0,0.579
106156,F,0,employed,23036.0,0.498
106157,M,1,employed,15730.0,0.264
106158,M,1,employed,14682.0,0.512
106159,M,1,employed,24094.0,0.511
106160,M,1,employed,22297.0,0.309
106161,M,0,employed,33303.0,0.241
106162,F,0,student,7082.0,0.276
106163,F,0,student,0.0,0.357
106164,F,1,unemployed,0.0,0.518
106165,M,1,employed,5257.0,0.35
106166,M,1,employed,29944.0,0.467
106167,F,0,student,9937.0,0.861
106168,F,1,employed,24387.0,0.553
106169,M,1,unemployed,23747.0,0.346
106170,M,0,employed,19240.0,0.583
106171,F,1,employed,16405.0,0.297
106172,F,0,employed,24237.0,0.15
106173,F,1,unemployed,18995.0,0.053
106174,M,0,employed,25162.0,0.56
106175,F,0,retired,47586.0,0.265
106176,M,1,employed,30166.0,0.368
106177,M,0,employed,23869.0,0.372
106178,F,0,employed,49992.0,0.486
106179,M,1,employed,57251.0,0.487
106180,M,0,student,18943.0,0.894
106181,F,0,employed,19092.0,0.367
106182,F,0,employed,54532.0,0.552
106183,M,0,student,0.0,0.335
106184,F,1,employed,21576.0,0.634
106185,F,0,student,3668.0,0.203
106186,F,1,employed,28922.0,0.198
106187,M,1,student,0.0,0.118
106188,M,1,employed,29130.0,0.168
106189,M,1,retired,45128.0,0.112
106190,F,0,employed,18510.0,0.623
106191,M,0,student,6407.0,0.883
106192,M,0,student,9610.0,0.386
106193,F,1,unemployed,23440.0,0.471
106194,M,0,employed,175310.0,0.611
106195,M,1,retired,46464.0,0.213
106196,F,0,student,7046.0,0.586
106197,M,1,employed,86953.0,0.316
106198,M,1,employed,151473.0,0.365
106199,M,1,unemployed,24526.0,0.226
106200,F,0,student,0.0,0.639
106201,F,1,unemployed,0.0,0.339
106202,M,1,employed,22550.0,0.526
106203,M,1,employed,90971.0,0.49
106204,F,0,student,0.0,0.614
106205,F,0,retired,46214.0,0.179
106206,M,0,employed,22737.0,0.625
106207,M,0,student,14176.0,0.536
106208,M,0,employed,73857.0,0.613
106209,M,0,employed,29771.0,0.227
106210,F,1,employed,18607.0,0.496
106211,M,1,employed,10983.0,0.07
106212,M,1,unemployed,22158.0,0.448
106213,F,1,unemployed,0.0,0.399
106214,M,0,employed,26817.0,0.279
106215,F,1,employed,30793.0,0.04
106216,F,1,unemployed,0.0,0.487
106217,M,1,employed,28416.0,0.333
106218,M,1,student,3097.0,0.744
106219,M,1,employed,27392.0,0.427
106220,M,1,employed,34651.0,0.415
106221,M,0,employed,38063.0,0.105
106222,M,0,employed,35274.0,0.463
106223,F,1,employed,43636.0,0.107
106224,M,1,employed,41949.0,0.555
106225,M,1,employed,1000000.0,0.646
106226,M,1,unemployed,23972.0,0.372
106227,M,0,employed,16317.0,0.179
106228,F,0,student,5694.0,0.576
106229,M,1,employed,116301.0,0.442
106230,F,1,unemployed,0.0,0.014
106231,M,1,employed,22380.0,0.385
106232,F,0,employed,25542.0,0.608
106233,M,1,unemployed,22959.0,0.424
106234,F,1,employed,16562.0,0.724
106235,M,1,unemployed,20513.0,0.388
106236,M,1,employed,22425.0,0.651
106237,M,1,unemployed,25172.0,0.488
106238,F,1,unemployed,21767.0,0.514
106239,M,1,employed,14564.0,0.574
106240,F,1,employed,19465.0,0.01
106241,F,0,student,9132.0,0.767
106242,M,1,employed,30280.0,0.27
106243,M,0,student,0.0,0.468
106244,F,1,retired,20793.0,0.103
106245,M,0,student,0.0,0.731
106246,F,0,employed,17263.0,0.465
106247,M,1,employed,24026.0,0.21
106248,F,0,retired,30653.0,0.221
106249,M,1,retired,17287.0,0.258
106250,F,0,student,0.0,0.469
106251,M,0,unemployed,0.0,0.48
106252,M,0,student,10568.0,0.656
106253,M,1,unemployed,24191.0,0.039
106254,F,1,unemployed,23431.0,0.637
106255,F,0,student,0.0,0.293
106256,F,0,employed,25751.0,0.31
106257,M,1,employed,23290.0,0.45
106258,F,1,retired,30594.0,0.19
106259,F,1,employed,26024.0,0.61
106260,F,0,student,0.0,0.763
106261,M,1,employed,14958.0,0.432
106262,M,1,employed,22821.0,0.659
106263,M,0,student,14713.0,0.499
106264,M,1,retired,21986.0,0.222
106265,M,1,employed,44228.0,0.506
106266,M,1,employed,30193.0,0.299
106267,F,1,unemployed,23219.0,0.49
106268,F,1,retired,28026.0,0.012
106269,F,1,retired,31998.0,0.21
106270,F,0,employed,27064.0,0.38
106271,M,1,employed,37684.0,0.338
106272,F,1,employed,21846.0,0.473
106273,M,1,employed,19653.0,0.385
106274,M,1,retired,30112.0,0.204
106275,M,1,employed,44215.0,0.078
106276,M,1,retired,21170.0,0.251
106277,F,0,student,6453.0,0.335
106278,M,0,student,8053.0,0.11
106279,F,1,retired,12728.0,0.209
106280,F,1,employed,33794.0,0.398
106281,F,0,student,12907.0,0.732
106282,F,1,employed,28968.0,0.499
106283,F,1,employed,32213.0,0.176
106284,M,1,employed,24110.0,0.488
106285,F,0,student,0.0,0.192
106286,M,0,student,15714.0,0.317
106287,M,1,employed,18588.0,0.16
106288,M,1,employed,36064.0,0.448
106289,F,1,employed,53704.0,0.259
106290,F,1,employed,16304.0,0.61
106291,M,0,student,3706.0,0.457
106292,M,1,retired,16886.0,0.086
106293,M,1,employed,32458.0,0.32
106294,F,1,unemployed,25476.0,0.286
106295,M,0,employed,38871.0,0.533
106296,F,1,employed,20193.0,0.407
106297,M,1,employed,49758.0,0.354
106298,F,1,employed,212986.0,0.628
106299,M,0,student,0.0,0.162
106300,M,1,unemployed,25631.0,0.086
106301,M,1,retired,50057.0,0.24
106302,M,0,employed,20672.0,0.407
106303,F,1,student,8439.0,0.458
106304,F,0,employed,22207.0,0.035
106305,F,1,employed,20006.0,0.566
106306,M,1,employed,25125.0,0.629
106307,M,1,employed,11349.0,0.591
106308,F,0,unemployed,20884.0,0.363
106309,M,1,employed,43190.0,0.405
106310,F,0,student,5866.0,0.738
106311,M,1,employed,28222.0,0.388
106312,F,1,employed,17147.0,0.504
106313,M,1,employed,14496.0,0.41
106314,F,1,employed,36982.0,0.351
106315,M,0,student,16383.0,0.3
106316,F,0,employed,53753.0,0.626
106317,M,1,employed,17051.0,0.501
106318,M,0,employed,23187.0,0.492
106319,F,1,retired,16050.0,0.218
106320,F,1,retired,26097.0,0.063
106321,M,1,employed,33389.0,0.403
106322,M,1,employed,96930.0,0.137
106323,M,1,retired,44314.0,0.245
106324,M,1,employed,21658.0,0.451
106325,M,1,employed,44751.0,0.638
106326,M,1,employed,26283.0,0.221
106327,M,0,student,7536.0,0.314
106328,M,1,employed,32734.0,0.454
106329,F,1,unemployed,20856.0,0.007
106330,M,1,unemployed,29398.0,0.018
106331,F,0,student,13569.0,0.09
106332,F,1,retired,47218.0,0.149
106333,M,0,employed,34684.0,0.397
106334,M,1,employed,20611.0,0.274
106335,M,1,unemployed,20220.0,0.359
106336,F,0,retired,49975.0,0.18
106337,F,1,student,16947.0,0.154
106338,F,1,employed,30361.0,0.163
106339,M,1,unemployed,26277.0,0.495
106340,F,1,employed,21253.0,0.165
106341,M,1,employed,29368.0,0.477
106342,M,0,student,11661.0,0.762
106343,F,0,student,8307.0,0.731
106344,M,0,retired,44330.0,0.114
106345,F,0,student,14414.0,0.648
106346,M,0,employed,25697.0,0.414
106347,F,1,employed,17773.0,0.373
106348,F,1,employed,24907.0,0.496
106349,M,1,employed,21342.0,0.207
106350,F,1,unemployed,25539.0,0.302
106351,M,1,employed,43896.0,0.256
106352,M,0,unemployed,25841.0,0.496
106353,M,1,employed,21628.0,0.277
106354,M,0,employed,21065.0,0.513
106355,M,0,student,0.0,0.711
106356,F,1,employed,67607.0,0.132
106357,M,0,employed,75329.0,0.554
106358,F,0,employed,27864.0,0.426
106359,M,1,employed,28103.0,0.546
106360,M,1,employed,36785.0,0.542
106361,F,1,employed,26733.0,0.675
106362,M,1,employed,142798.0,0.414
106363,M,0,employed,73920.0,0.092
106364,F,0,employed,22428.0,0.521
106365,M,0,employed,46350.0,0.24
106366,M,0,employed,36902.0,0.142
106367,M,0,employed,25270.0,0.554
106368,F,1,employed,24769.0,0.464
106369,M,1,retired,63673.0,0.248
106370,M,1,employed,29577.0,0.381
106371,M,0,employed,35982.0,0.447
106372,F,1,unemployed,0.0,0.05
106373,F,0,student,18430.0,0.779
106374,F,1,unemployed,23061.0,0.586
106375,M,1,unemployed,26299.0,0.464
106376,M,0,student,17662.0,0.982
106377,M,0,student,9400.0,0.322
106378,M,0,student,0.0,0.293
106379,F,0,student,14240.0,0.077
106380,F,0,employed,26125.0,0.264
106381,F,1,employed,28938.0,0.522
106382,M,0,employed,30421.0,0.146
106383,F,1,unemployed,0.0,0.36
106384,F,0,employed,20083.0,0.549
106385,M,0,student,14547.0,0.567
106386,M,0,employed,35036.0,0.35
106387,F,1,employed,32106.0,0.293
106388,M,0,employed,94985.0,0.327
106389,F,0,unemployed,22228.0,0.555
106390,M,1,employed,39385.0,0.461
106391,M,1,employed,24114.0,0.033
106392,M,1,retired,19616.0,0.116
106393,M,1,employed,25098.0,0.302
106394,M,0,retired,66039.0,0.154
106395,M,1,employed,30549.0,0.372
106396,F,0,student,7525.0,0.886
106397,F,1,employed,36824.0,0.594
106398,M,1,employed,34111.0,0.364
106399,M,0,student,10677.0,0.795
106400,F,0,student,8811.0,0.608
106401,F,1,employed,6898.0,0.609
106402,F,1,retired,24304.0,0.061
106403,F,1,employed,25830.0,0.493
106404,M,1,employed,30094.0,0.475
106405,F,1,unemployed,18002.0,0.445
106406,F,1,employed,38871.0,0.072
106407,M,1,employed,41205.0,0.033
106408,M,1,employed,64122.0,0.135
106409,M,1,employed,59936.0,0.239
106410,M,1,employed,42952.0,0.45
106411,F,1,employed,62308.0,0.358
106412,F,1,retired,30821.0,0.203
106413,F,1,employed,23016.0,0.076
106414,M,1,employed,20381.0,0.396
106415,M,0,employed,32242.0,0.142
106416,M,0,employed,31679.0,0.415
106417,F,0,employed,72809.0,0.471
106418,F,0,unemployed,20607.0,0.519
106419,M,1,employed,36468.0,0.093
106420,F,1,employed,20515.0,0.091
106421,F,1,employed,11620.0,0.67
106422,M,1,employed,33833.0,0.08
106423,M,1,employed,23254.0,0.259
106424,M,1,unemployed,26022.0,0.253
106425,M,1,employed,24440.0,0.589
106426,M,1,unemployed,23671.0,0.184
106427,M,1,employed,48302.0,0.421
106428,F,0,student,9842.0,0.129
106429,F,0,student,0.0,0.928
106430,F,1,employed,19952.0,0.088
106431,F,1,employed,21036.0,0.152
106432,F,1,retired,25175.0,0.183
106433,F,0,student,0.0,0.677
106434,F,0,employed,40101.0,0.226
106435,F,1,employed,35119.0,0.442
106436,F,1,unemployed,20563.0,0.142
106437,M,1,unemployed,22497.0,0.656
106438,M,0,student,5481.0,0.84
106439,M,1,employed,461668.0,0.522
106440,F,1,employed,96954.0,0.458
106441,F,0,retired,48337.0,0.038
106442,F,1,employed,18554.0,0.181
106443,F,1,unemployed,22863.0,0.549
106444,M,1,employed,40370.0,0.624
106445,M,1,employed,21027.0,0.044
106446,F,1,employed,16463.0,0.483
106447,F,0,employed,37262.0,0.328
106448,M,0,student,1624.0,0.242
106449,M,0,student,7914.0,0.573
106450,M,1,unemployed,24243.0,0.165
106451,F,1,employed,47823.0,0.123
106452,M,1,employed,20259.0,0.62
106453,F,0,employed,52874.0,0.193
106454,M,1,retired,55870.0,0.094
106455,F,1,unemployed,19920.0,0.522
106456,M,1,employed,67331.0,0.548
106457,M,1,unemployed,24283.0,0.131
106458,F,0,student,8525.0,0.738
106459,F,1,employed,106469.0,0.458
106460,F,1,retired,20692.0,0.191
106461,M,1,retired,62592.0,0.184
106462,M,0,employed,23082.0,0.298
106463,M,1,employed,14450.0,0.534
106464,M,1,employed,35922.0,0.286
106465,M,1,employed,27726.0,0.261
106466,M,1,employed,33120.0,0.51
106467,M,1,retired,141051.0,0.03
106468,M,1,employed,27410.0,0.603
106469,M,1,student,12744.0,0.04
106470,M,1,unemployed,24961.0,0.682
106471,M,0,employed,22498.0,0.117
106472,F,1,unemployed,22600.0,0.57
106473,M,1,employed,40102.0,0.109
106474,F,1,unemployed,20132.0,0.536
106475,M,0,employed,48331.0,0.466
106476,F,0,unemployed,24862.0,0.332
106477,M,1,retired,16712.0,0.208
106478,M,1,employed,48270.0,0.493
106479,M,1,employed,60098.0,0.676
106480,F,1,employed,28563.0,0.54
106481,F,1,employed,27047.0,0.2
106482,M,0,unemployed,22808.0,0.53
106483,M,0,retired,45338.0,0.206
106484,F,0,student,11801.0,0.657
106485,F,1,unemployed,21120.0,0.437
106486,M,1,unemployed,24670.0,0.426
106487,M,1,employed,109764.0,0.5
106488,F,1,employed,36640.0,0.495
106489,M,1,employed,15772.0,0.422
106490,M,1,retired,37877.0,0.169
106491,M,1,employed,49568.0,0.022
106492,F,0,student,11343.0,0.158
106493,M,1,employed,22979.0,0.285
106494,M,0,student,9335.0,0.392
106495,M,0,employed,42015.0,0.066
106496,M,0,student,0.0,0.759
106497,M,0,student,9308.0,0.432
106498,F,1,employed,248650.0,0.627
106499,M,0,student,12390.0,0.792
106500,M,1,unemployed,25034.0,0.236
106501,F,0,unemployed,24477.0,0.204
106502,M,0,student,0.0,0.669
106503,F,0,unemployed,24167.0,0.375
106504,F,1,employed,33937.0,0.538
106505,M,0,student,0.0,0.289
106506,M,1,employed,27316.0,0.328
106507,F,1,employed,33955.0,0.515
106508,M,1,employed,39715.0,0.485
106509,M,1,employed,32088.0,0.325
106510,M,0,student,8353.0,0.71
106511,F,0,student,12764.0,0.842
106512,M,1,employed,26937.0,0.332
106513,M,0,student,2557.0,0.397
106514,F,0,student,10401.0,0.685
106515,M,1,employed,30128.0,0.671
106516,M,1,employed,110155.0,0.739
106517,M,0,student,0.0,0.36
106518,M,1,employed,22743.0,0.155
106519,M,1,employed,22474.0,0.682
106520,M,0,employed,242905.0,0.068
106521,F,0,employed,14231.0,0.376
106522,F,1,employed,24770.0,0.227
106523,F,1,employed,17595.0,0.671
106524,M,0,employed,21172.0,0.358
106525,M,0,unemployed,25098.0,0.679
106526,M,0,student,0.0,0.292
106527,M,1,unemployed,21857.0,0.668
106528,F,1,employed,68799.0,0.495
106529,M,0,retired,58929.0,0.246
106530,F,1,unemployed,22193.0,0.592
106531,M,1,employed,41544.0,0.306
106532,M,1,unemployed,23121.0,0.561
106533,F,0,employed,24538.0,0.268
106534,F,0,unemployed,19828.0,0.113
106535,M,1,unemployed,25121.0,0.412
106536,M,0,employed,20162.0,0.07
106537,M,1,employed,24285.0,0.159
106538,M,1,employed,51418.0,0.587
106539,M,0,student,0.0,0.722
106540,M,0,student,16946.0,0.11
106541,M,1,employed,23027.0,0.721
106542,M,1,retired,51651.0,0.064
106543,F,1,employed,80835.0,0.692
106544,M,1,employed,21724.0,0.017
106545,M,0,unemployed,24785.0,0.64
106546,F,0,student,14902.0,0.247
106547,F,0,student,8727.0,0.641
106548,F,0,employed,20139.0,0.233
106549,F,1,student,28514.0,0.379
106550,F,1,employed,48277.0,0.022
106551,M,1,unemployed,27857.0,0.546
106552,M,1,employed,20088.0,0.039
106553,F,0,employed,82441.0,0.437
106554,M,0,employed,24117.0,0.304
106555,M,1,employed,19728.0,0.578
106556,F,1,employed,44670.0,0.37
106557,F,0,student,5786.0,0.795
106558,M,1,unemployed,0.0,0.682
106559,F,1,employed,34836.0,0.518
106560,M,1,employed,26054.0,0.594
106561,M,1,employed,43098.0,0.098
106562,F,1,employed,24702.0,0.42
106563,F,1,employed,40212.0,0.05
106564,M,1,unemployed,22067.0,0.19
106565,M,0,employed,26508.0,0.686
106566,M,1,employed,23756.0,0.188
106567,F,1,employed,18221.0,0.397
106568,M,1,employed,57099.0,0.176
106569,F,0,student,8987.0,0.09
106570,M,0,employed,94175.0,0.256
106571,M,0,employed,23010.0,0.568
106572,M,1,employed,26691.0,0.285
106573,M,0,employed,24864.0,0.584
106574,M,1,employed,55507.0,0.334
106575,M,0,unemployed,0.0,0.459
106576,F,1,employed,27803.0,0.512
106577,M,1,retired,54522.0,0.226
106578,M,1,employed,29207.0,0.363
106579,F,0,employed,120852.0,0.458
106580,F,1,employed,10580.0,0.284
106581,F,0,retired,16684.0,0.193
106582,F,1,employed,21852.0,0.34
106583,F,1,employed,72574.0,0.002
106584,M,0,unemployed,25571.0,0.574
106585,M,1,employed,47115.0,0.368
106586,M,0,student,0.0,0.244
106587,M,1,retired,63039.0,0.154
106588,M,0,unemployed,26144.0,0.157
106589,M,1,employed,23686.0,0.293
106590,M,1,employed,96289.0,0.445
106591,F,1,employed,17051.0,0.202
106592,F,0,employed,22745.0,0.323
106593,F,1,unemployed,23139.0,0.641
106594,M,1,employed,28578.0,0.558
106595,F,0,employed,38918.0,0.441
106596,F,0,student,13627.0,0.725
106597,M,1,employed,34470.0,0.431
106598,M,1,employed,48839.0,0.374
106599,M,0,employed,31044.0,0.516
106600,M,1,retired,46546.0,0.199
106601,M,0,employed,61763.0,0.362
106602,M,1,retired,20805.0,0.093
106603,F,0,student,7733.0,0.326
106604,M,1,employed,38439.0,0.302
106605,M,0,employed,44056.0,0.523
106606,F,1,employed,16370.0,0.028
106607,F,0,student,9088.0,0.458
106608,F,0,employed,370320.0,0.22
106609,M,0,retired,36522.0,0.119
106610,M,0,employed,22251.0,0.604
106611,M,1,employed,25491.0,0.473
106612,F,1,retired,35716.0,0.127
106613,M,0,retired,18083.0,0.118
106614,M,1,unemployed,0.0,0.213
106615,M,0,employed,45289.0,0.128
106616,F,0,student,0.0,0.22
106617,F,1,unemployed,0.0,0.384
106618,F,1,retired,26281.0,0.091
106619,F,0,unemployed,0.0,0.462
106620,M,1,employed,58380.0,0.386
106621,M,1,retired,39241.0,0.218
106622,M,1,employed,19763.0,0.31
106623,F,1,employed,80924.0,0.178
106624,F,1,retired,24341.0,0.081
106625,F,0,student,16979.0,0.883
106626,F,1,employed,43284.0,0.154
106627,F,1,unemployed,0.0,0.615
106628,M,1,employed,24924.0,0.44
106629,M,0,retired,57189.0,0.176
106630,M,0,employed,34211.0,0.38
106631,F,1,retired,19415.0,0.237
106632,F,1,unemployed,22014.0,0.159
106633,M,1,employed,61506.0,0.29
106634,F,1,unemployed,23289.0,0.467
106635,M,1,employed,27016.0,0.059
106636,F,1,unemployed,23614.0,0.367
106637,M,1,employed,10942.0,0.46
106638,M,1,unemployed,28011.0,0.57
106639,F,0,employed,28336.0,0.443
106640,M,1,retired,31650.0,0.206
106641,F,1,retired,10736.0,0.128
106642,M,1,unemployed,26686.0,0.589
106643,M,0,student,0.0,0.397
106644,M,1,employed,35104.0,0.622
106645,M,0,unemployed,25264.0,0.106
106646,F,0,unemployed,21257.0,0.628
106647,F,1,student,16738.0,0.741
106648,F,0,employed,437213.0,0.289
106649,F,0,student,5923.0,0.425
106650,M,1,retired,15507.0,0.154
106651,M,1,employed,41382.0,0.348
106652,F,1,unemployed,19779.0,0.436
106653,F,0,student,350.0,0.748
106654,F,0,employed,19130.0,0.167
106655,F,0,student,8887.0,0.738
106656,M,0,employed,52898.0,0.307
106657,F,1,retired,23945.0,0.049
106658,M,1,retired,20834.0,0.036
106659,M,1,employed,20410.0,0.378
106660,M,0,employed,132230.0,0.379
106661,F,0,employed,26003.0,0.472
106662,M,1,unemployed,26887.0,0.498
106663,F,0,unemployed,21406.0,0.347
106664,M,0,employed,32540.0,0.455
106665,F,0,employed,22136.0,0.229
106666,F,1,employed,23506.0,0.322
106667,M,1,employed,20232.0,0.481
106668,M,1,employed,37494.0,0.59
106669,M,0,employed,22107.0,0.095
106670,F,0,student,10870.0,0.753
106671,F,1,employed,20305.0,0.49
106672,F,1,employed,16237.0,0.408
106673,F,0,student,0.0,0.838
106674,M,0,student,3700.0,0.929
106675,F,1,unemployed,20472.0,0.594
106676,F,1,retired,14033.0,0.009
106677,F,0,employed,19037.0,0.382
106678,F,0,student,0.0,0.375
106679,M,0,employed,34433.0,0.418
106680,F,1,retired,53409.0,0.077
106681,F,1,retired,36579.0,0.19
106682,F,1,retired,15730.0,0.141
106683,M,0,student,11960.0,0.218
106684,M,0,student,12896.0,0.633
106685,M,1,unemployed,21667.0,0.442
106686,M,0,student,0.0,0.703
106687,F,1,retired,23564.0,0.226
106688,F,1,employed,28586.0,0.536
106689,M,0,student,0.0,0.874
106690,M,1,retired,25742.0,0.192
106691,M,1,retired,43290.0,0.025
106692,M,0,student,2951.0,0.818
106693,F,1,employed,23396.0,0.597
106694,F,1,employed,20744.0,0.306
106695,M,1,employed,12191.0,0.477
106696,M,1,employed,21117.0,0.472
106697,M,1,employed,22694.0,0.606
106698,M,0,employed,53463.0,0.441
106699,F,1,employed,34261.0,0.411
106700,M,0,student,1295.0,0.393
106701,F,1,unemployed,25697.0,0.336
106702,F,1,employed,21538.0,0.297
106703,M,1,retired,16849.0,0.145
106704,F,1,unemployed,0.0,0.265
106705,M,1,employed,25198.0,0.067
106706,F,1,employed,26094.0,0.481
106707,M,0,employed,35230.0,0.104
106708,F,1,unemployed,23362.0,0.582
106709,M,1,retired,43118.0,0.114
106710,F,1,employed,8563.0,0.074
106711,M,1,employed,56065.0,0.417
106712,F,1,student,13842.0,0.551
106713,M,1,unemployed,23595.0,0.702
106714,F,1,employed,19764.0,0.543
106715,F,1,unemployed,25201.0,0.209
106716,M,0,student,17776.0,0.837
