id,sex,married,employment,income,digital1
223390,M,0,student,7388.0,0.835
223391,F,1,retired,43554.0,0.168
223392,M,1,unemployed,27308.0,0.289
223393,M,0,employed,46599.0,0.379
223394,M,1,employed,45717.0,0.573
223395,F,0,student,6773.0,0.354
223396,M,1,student,18717.0,0.72
223397,M,1,employed,34307.0,0.545
223398,F,1,employed,67723.0,0.664
223399,F,0,student,10002.0,0.8
223400,M,0,student,8173.0,0.848
223401,M,0,student,19303.0,0.655
223402,M,0,employed,20708.0,0.639
223403,M,1,employed,25890.0,0.464
223404,M,0,student,9508.0,0.544
223405,F,0,employed,28382.0,0.105
223406,F,1,unemployed,0.0,0.151
223407,M,0,retired,33185.0,0.17
223408,M,1,employed,61507.0,0.171
223409,M,0,employed,139507.0,0.229
223410,M,1,employed,372530.0,0.277
223411,F,1,employed,37547.0,0.532
223412,M,1,employed,16294.0,0.341
223413,M,1,employed,23992.0,0.483
223414,M,1,employed,56580.0,0.299
223415,F,0,unemployed,20314.0,0.39
223416,M,0,student,14680.0,0.11
223417,F,1,employed,20358.0,0.291
223418,F,1,retired,47988.0,0.143
223419,F,1,employed,44349.0,0.262
223420,F,0,unemployed,0.0,0.323
223421,M,1,unemployed,26237.0,0.195
223422,M,1,employed,22807.0,0.116
223423,F,1,employed,15476.0,0.017
223424,M,0,student,0.0,0.389
223425,F,0,employed,19886.0,0.366
223426,M,0,student,9176.0,0.271
223427,M,0,employed,26499.0,0.601
223428,F,1,employed,36045.0,0.293
223429,M,0,student,227.0,0.451
223430,M,1,employed,26330.0,0.052
223431,M,1,employed,84801.0,0.501
223432,F,1,employed,16949.0,0.146
223433,F,1,employed,37593.0,0.523
223434,F,1,employed,13825.0,0.481
223435,F,1,employed,28844.0,0.366
223436,F,1,employed,20921.0,0.37
223437,M,1,retired,16055.0,0.228
223438,F,1,employed,26902.0,0.084
223439,M,0,unemployed,24580.0,0.424
223440,M,0,student,0.0,0.526
223441,F,1,employed,22817.0,0.57
223442,M,1,employed,33519.0,0.23
223443,F,1,student,15503.0,0.867
223444,M,1,retired,16799.0,0.18
223445,M,1,employed,51656.0,0.199
223446,M,0,retired,42613.0,0.172
223447,F,1,employed,28837.0,0.386
223448,M,1,unemployed,0.0,0.469
223449,M,0,employed,37316.0,0.695
223450,M,0,employed,59279.0,0.28
223451,M,0,student,0.0,0.116
223452,F,1,employed,19881.0,0.411
223453,F,1,retired,27754.0,0.035
223454,M,1,employed,24955.0,0.42
223455,M,1,employed,26605.0,0.57
223456,M,1,unemployed,0.0,0.277
223457,F,0,employed,18338.0,0.12
223458,F,1,retired,32928.0,0.261
223459,F,0,student,20290.0,0.681
223460,M,1,unemployed,0.0,0.463
223461,M,1,employed,39908.0,0.72
223462,M,1,employed,14565.0,0.427
223463,F,1,employed,19354.0,0.533
223464,F,1,retired,39160.0,0.19
223465,F,0,employed,20238.0,0.321
223466,M,0,unemployed,29784.0,0.367
223467,M,1,retired,33676.0,0.094
223468,M,1,employed,455295.0,0.376
223469,F,0,employed,94779.0,0.622
223470,F,1,unemployed,23353.0,0.613
223471,M,0,employed,194244.0,0.031
223472,M,1,employed,21276.0,0.333
223473,F,1,employed,27409.0,0.478
223474,F,1,retired,42591.0,0.11
223475,M,1,employed,35408.0,0.198
223476,M,1,employed,47879.0,0.593
223477,M,1,employed,30289.0,0.251
223478,M,1,unemployed,25358.0,0.397
223479,M,0,retired,29711.0,0.166
223480,M,1,employed,51075.0,0.082
223481,M,0,unemployed,24658.0,0.388
223482,F,1,retired,15468.0,0.141
223483,M,1,employed,59518.0,0.23
223484,F,0,unemployed,19154.0,0.149
223485,F,1,employed,25044.0,0.187
223486,F,0,employed,22702.0,0.568
223487,M,1,retired,45584.0,0.183
223488,F,1,employed,16942.0,0.283
223489,F,1,employed,66211.0,0.312
223490,M,0,employed,41253.0,0.278
223491,M,0,employed,57834.0,0.252
223492,M,1,employed,17519.0,0.081
223493,F,0,student,12596.0,0.408
223494,F,0,retired,29998.0,0.047
223495,M,1,employed,93893.0,0.281
223496,M,1,employed,26507.0,0.362
223497,M,0,student,16119.0,0.711
223498,F,1,unemployed,20781.0,0.191
223499,F,1,employed,16166.0,0.091
223500,M,1,employed,33874.0,0.156
223501,M,0,employed,21088.0,0.404
223502,F,1,employed,24615.0,0.49
223503,M,1,employed,12190.0,0.22
223504,M,0,employed,34232.0,0.136
223505,M,0,student,7439.0,0.755
223506,M,1,employed,32042.0,0.389
223507,F,0,employed,31248.0,0.583
223508,M,1,employed,15418.0,0.561
223509,M,0,employed,21474.0,0.319
223510,M,0,student,8023.0,0.504
223511,M,1,employed,20420.0,0.372
223512,M,1,employed,22517.0,0.298
223513,F,1,employed,29056.0,0.256
223514,M,0,retired,58999.0,0.187
223515,F,1,student,0.0,0.554
223516,F,1,retired,16687.0,0.169
223517,F,0,student,5353.0,0.355
223518,M,1,employed,22393.0,0.298
223519,F,0,retired,39837.0,0.166
223520,M,1,employed,53402.0,0.425
223521,M,1,unemployed,26816.0,0.129
223522,F,0,employed,24530.0,0.7
223523,M,1,employed,37167.0,0.339
223524,F,1,employed,37178.0,0.481
223525,M,1,employed,20632.0,0.583
223526,M,1,unemployed,0.0,0.133
223527,M,0,student,6794.0,0.552
223528,M,0,employed,52974.0,0.631
223529,F,0,employed,9679.0,0.488
223530,F,1,employed,35888.0,0.239
223531,M,0,unemployed,0.0,0.377
223532,F,1,unemployed,22863.0,0.36
223533,M,0,student,25142.0,0.417
223534,F,0,student,16219.0,0.206
223535,F,1,employed,31215.0,0.508
223536,M,0,student,0.0,0.668
223537,M,1,employed,22855.0,0.358
223538,F,1,unemployed,26473.0,0.605
223539,F,0,student,17390.0,0.694
223540,M,1,employed,12803.0,0.59
223541,F,1,employed,14175.0,0.54
223542,M,0,employed,25978.0,0.249
223543,M,0,employed,22012.0,0.527
223544,F,0,employed,19383.0,0.483
223545,F,0,employed,21779.0,0.5
223546,M,0,student,9622.0,0.22
223547,F,0,employed,49356.0,0.627
223548,M,0,employed,53265.0,0.164
223549,F,1,employed,31039.0,0.185
223550,F,0,unemployed,20893.0,0.59
223551,F,1,retired,31037.0,0.096
223552,M,0,employed,54026.0,0.298
223553,M,0,student,0.0,0.873
223554,M,1,retired,44448.0,0.027
223555,M,1,employed,29868.0,0.611
223556,M,1,unemployed,23298.0,0.514
223557,M,0,student,0.0,0.357
223558,F,0,retired,26642.0,0.126
223559,F,0,employed,66392.0,0.317
223560,M,0,employed,115024.0,0.263
223561,M,1,unemployed,25492.0,0.58
223562,F,1,unemployed,23539.0,0.063
223563,F,1,employed,143803.0,0.494
223564,M,1,unemployed,26292.0,0.355
223565,M,1,unemployed,26721.0,0.473
223566,F,1,employed,47304.0,0.347
223567,M,1,employed,37237.0,0.022
223568,F,1,unemployed,25384.0,0.543
223569,M,1,employed,36820.0,0.211
223570,M,1,employed,22134.0,0.606
223571,M,1,student,0.0,0.704
223572,F,0,employed,96572.0,0.338
223573,F,1,employed,33757.0,0.452
223574,M,0,employed,24139.0,0.648
223575,M,0,employed,61882.0,0.421
223576,M,0,employed,33861.0,0.461
223577,F,1,employed,331490.0,0.6
223578,M,0,employed,27588.0,0.16
223579,M,1,employed,38052.0,0.257
223580,F,1,employed,28009.0,0.05
223581,M,1,retired,32901.0,0.126
223582,M,0,student,11518.0,0.21
223583,F,0,employed,18730.0,0.023
223584,F,0,student,33499.0,0.922
223585,F,1,employed,28060.0,0.631
223586,M,1,employed,40026.0,0.512
223587,F,1,unemployed,0.0,0.009
223588,F,0,student,12648.0,0.721
223589,M,0,student,1752.0,0.537
223590,M,1,employed,18266.0,0.286
223591,F,0,student,24988.0,0.423
223592,M,1,employed,127919.0,0.564
223593,F,0,unemployed,18936.0,0.55
223594,F,0,unemployed,24471.0,0.162
223595,M,0,student,15628.0,0.595
223596,M,1,retired,39729.0,0.157
223597,M,1,employed,51838.0,0.085
223598,M,1,employed,41259.0,0.501
223599,F,1,retired,13924.0,0.116
223600,M,0,employed,30609.0,0.707
223601,M,1,employed,78151.0,0.068
223602,F,1,employed,27133.0,0.522
223603,F,0,student,0.0,0.43
223604,M,0,employed,21254.0,0.439
223605,M,1,employed,40437.0,0.269
223606,F,1,unemployed,22943.0,0.009
223607,M,0,employed,30230.0,0.561
223608,F,1,employed,59860.0,0.612
223609,M,0,employed,29239.0,0.112
223610,M,1,employed,45692.0,0.094
223611,M,1,employed,40003.0,0.42
223612,M,1,employed,47410.0,0.355
223613,M,1,employed,28620.0,0.401
223614,F,1,employed,19308.0,0.511
223615,F,1,employed,51201.0,0.016
223616,M,1,employed,31185.0,0.406
223617,M,1,unemployed,26535.0,0.405
223618,F,1,employed,23367.0,0.269
223619,M,1,employed,43710.0,0.568
223620,F,1,unemployed,0.0,0.492
223621,F,1,retired,27070.0,0.083
223622,M,1,employed,44783.0,0.42
223623,F,1,retired,10793.0,0.224
223624,M,1,employed,32563.0,0.414
223625,F,1,employed,18194.0,0.495
223626,M,1,employed,18368.0,0.213
223627,F,0,student,9560.0,0.221
223628,M,1,employed,58445.0,0.658
223629,M,1,unemployed,27270.0,0.249
223630,M,1,employed,70405.0,0.623
223631,M,0,student,4972.0,0.65
223632,F,0,student,8862.0,0.173
223633,M,1,retired,26363.0,0.254
223634,M,0,employed,23631.0,0.578
223635,M,1,employed,29061.0,0.57
223636,F,0,student,10553.0,0.31
223637,M,0,employed,31482.0,0.556
223638,M,0,unemployed,25998.0,0.555
223639,F,0,employed,41524.0,0.491
223640,F,1,unemployed,20858.0,0.087
223641,F,0,employed,418689.0,0.322
223642,M,0,student,6028.0,0.785
223643,M,1,employed,35754.0,0.467
223644,M,1,employed,282568.0,0.303
223645,M,0,unemployed,23632.0,0.519
223646,F,0,employed,37902.0,0.245
223647,F,1,unemployed,0.0,0.168
223648,M,1,employed,40022.0,0.04
223649,F,1,employed,15552.0,0.625
223650,M,1,employed,29242.0,0.494
223651,M,0,employed,20869.0,0.455
223652,F,1,employed,16302.0,0.438
223653,F,1,employed,27961.0,0.433
223654,M,0,employed,50982.0,0.461
223655,M,1,unemployed,25159.0,0.386
223656,M,0,unemployed,27373.0,0.562
223657,M,0,employed,43259.0,0.218
223658,F,1,employed,30703.0,0.436
223659,F,0,student,14261.0,0.794
223660,M,1,employed,32373.0,0.463
223661,F,1,employed,16337.0,0.049
223662,F,0,unemployed,20768.0,0.395
223663,F,1,employed,23690.0,0.583
223664,M,0,student,17771.0,0.641
223665,F,1,unemployed,0.0,0.458
223666,F,0,student,5565.0,0.065
223667,F,0,unemployed,21771.0,0.599
223668,M,1,employed,32701.0,0.057
223669,M,0,student,12506.0,0.397
223670,F,1,employed,9551.0,0.196
223671,F,0,student,9398.0,0.101
223672,M,1,employed,23019.0,0.572
223673,M,0,employed,30036.0,0.315
223674,M,1,retired,42643.0,0.048
223675,M,1,employed,113700.0,0.098
223676,M,1,employed,20830.0,0.012
223677,M,1,employed,161992.0,0.417
223678,F,0,student,0.0,0.469
223679,M,1,employed,20179.0,0.597
223680,F,1,employed,25483.0,0.513
223681,M,1,employed,59241.0,0.573
223682,F,0,employed,39066.0,0.479
223683,M,1,employed,89511.0,0.609
223684,M,1,employed,103287.0,0.54
223685,M,0,unemployed,21855.0,0.147
223686,F,0,student,11144.0,0.959
223687,F,0,unemployed,24078.0,0.373
223688,M,1,employed,37853.0,0.434
223689,M,1,employed,192508.0,0.384
223690,M,1,employed,21583.0,0.162
223691,F,1,employed,23019.0,0.611
223692,M,1,employed,26740.0,0.069
223693,F,1,employed,43942.0,0.094
223694,M,0,unemployed,26394.0,0.081
223695,M,0,employed,27149.0,0.488
223696,M,1,employed,22762.0,0.067
223697,M,1,employed,22470.0,0.332
223698,F,1,employed,19255.0,0.294
223699,F,1,employed,20179.0,0.229
223700,F,1,employed,31232.0,0.284
223701,M,1,employed,17885.0,0.308
223702,F,0,employed,20220.0,0.014
223703,M,1,retired,32153.0,0.237
223704,M,1,employed,20843.0,0.149
223705,M,1,employed,23139.0,0.268
223706,M,1,unemployed,22053.0,0.569
223707,M,0,student,3820.0,0.688
223708,M,1,employed,26094.0,0.557
223709,M,0,employed,7490.0,0.662
223710,M,0,student,9371.0,0.427
223711,M,0,employed,49221.0,0.525
223712,M,1,employed,26218.0,0.687
223713,M,1,retired,25475.0,0.107
223714,F,1,employed,34321.0,0.378
223715,M,0,retired,15149.0,0.199
223716,M,0,employed,29123.0,0.316
223717,M,1,employed,33165.0,0.137
223718,F,1,employed,30686.0,0.475
223719,F,0,student,99.0,0.886
223720,F,1,employed,21887.0,0.463
223721,M,1,employed,36222.0,0.265
223722,F,0,employed,49369.0,0.424
223723,M,1,employed,21858.0,0.239
223724,M,1,retired,45343.0,0.241
223725,M,0,employed,61161.0,0.314
223726,F,1,employed,26131.0,0.309
223727,F,1,unemployed,23855.0,0.3
223728,M,1,employed,145083.0,0.445
223729,F,0,employed,24556.0,0.243
223730,M,0,employed,41585.0,0.457
223731,F,0,unemployed,22133.0,0.624
223732,M,1,employed,47210.0,0.457
223733,M,1,employed,48157.0,0.775
223734,F,0,employed,30893.0,0.667
223735,M,1,employed,337806.0,0.423
223736,M,1,employed,32961.0,0.186
223737,M,1,employed,35002.0,0.289
223738,M,0,unemployed,23375.0,0.314
223739,M,1,retired,50577.0,0.104
223740,F,1,unemployed,23311.0,0.308
223741,F,1,unemployed,22232.0,0.304
223742,F,1,employed,25243.0,0.328
223743,M,1,employed,16023.0,0.392
223744,M,0,student,11318.0,0.847
223745,F,1,unemployed,23406.0,0.181
223746,M,0,employed,38137.0,0.535
223747,M,1,student,1811.0,0.7
223748,M,0,employed,51432.0,0.083
223749,M,0,student,6064.0,0.544
223750,M,1,employed,35955.0,0.493
223751,M,0,employed,21206.0,0.385
223752,M,1,employed,31628.0,0.649
223753,M,0,employed,27170.0,0.452
223754,M,0,unemployed,0.0,0.648
223755,M,1,employed,35477.0,0.269
223756,F,1,employed,69460.0,0.173
223757,M,1,employed,34053.0,0.432
223758,F,0,employed,29402.0,0.069
223759,F,1,employed,63414.0,0.104
223760,F,1,employed,35603.0,0.596
223761,M,0,employed,13702.0,0.444
223762,M,0,student,0.0,0.033
223763,F,1,unemployed,24321.0,0.551
223764,M,1,employed,26821.0,0.371
223765,M,0,employed,79747.0,0.581
223766,M,1,employed,28765.0,0.503
223767,F,1,employed,19580.0,0.621
223768,F,1,employed,51411.0,0.483
223769,M,1,retired,26323.0,0.172
223770,M,0,retired,38491.0,0.136
223771,M,1,employed,23295.0,0.611
223772,F,1,retired,11342.0,0.243
223773,M,0,employed,20887.0,0.538
223774,M,1,employed,37202.0,0.405
223775,F,1,employed,42338.0,0.161
223776,M,1,employed,26321.0,0.37
223777,F,0,student,0.0,0.648
223778,F,0,student,10110.0,0.039
223779,M,0,employed,22547.0,0.44
223780,M,1,unemployed,28088.0,0.244
223781,F,0,student,11221.0,0.763
223782,M,1,employed,21721.0,0.321
223783,F,1,employed,28954.0,0.425
223784,F,0,unemployed,19577.0,0.225
223785,F,1,unemployed,23115.0,0.526
223786,M,1,employed,61506.0,0.435
223787,M,0,employed,12288.0,0.395
223788,M,0,employed,17795.0,0.062
223789,M,0,employed,46379.0,0.236
223790,F,0,employed,12179.0,0.171
223791,F,1,unemployed,22860.0,0.063
223792,M,1,retired,27175.0,0.214
223793,M,1,employed,49487.0,0.463
223794,M,0,student,0.0,0.946
223795,M,1,retired,36463.0,0.247
223796,F,0,employed,98391.0,0.046
223797,M,0,student,0.0,0.742
223798,F,1,unemployed,23525.0,0.291
223799,M,1,employed,42322.0,0.152
223800,M,1,employed,56630.0,0.076
223801,M,0,student,20797.0,0.938
223802,M,1,employed,29040.0,0.419
223803,F,1,unemployed,21425.0,0.595
223804,M,1,employed,28167.0,0.578
223805,F,1,employed,20846.0,0.198
223806,M,1,employed,24371.0,0.424
223807,M,1,employed,82304.0,0.049
223808,M,1,employed,55483.0,0.404
223809,M,1,employed,57966.0,0.47
223810,M,0,employed,21213.0,0.019
223811,M,0,employed,26558.0,0.485
223812,F,1,retired,30286.0,0.18
223813,F,1,retired,18271.0,0.167
223814,F,0,employed,17140.0,0.671
223815,M,0,unemployed,24751.0,0.457
223816,F,0,employed,19106.0,0.043
223817,M,1,employed,27228.0,0.446
223818,M,1,employed,34399.0,0.39
223819,M,1,employed,29116.0,0.264
223820,M,1,employed,23266.0,0.27
223821,M,0,student,0.0,0.582
223822,F,1,employed,44399.0,0.459
223823,M,1,employed,46245.0,0.393
223824,F,1,employed,22697.0,0.032
223825,F,0,retired,16919.0,0.255
223826,F,1,employed,18807.0,0.455
223827,F,0,unemployed,21388.0,0.277
223828,F,0,employed,32883.0,0.437
223829,M,1,unemployed,23249.0,0.467
223830,F,1,employed,16821.0,0.306
223831,M,0,student,0.0,0.45
223832,M,0,retired,41605.0,0.21
223833,M,1,employed,51983.0,0.544
223834,F,1,employed,8370.0,0.351
223835,F,1,unemployed,0.0,0.352
223836,M,1,employed,25675.0,0.376
223837,M,0,retired,25439.0,0.161
223838,F,1,unemployed,20589.0,0.426
223839,M,1,employed,20359.0,0.649
223840,M,0,student,8607.0,0.679
223841,F,0,employed,18313.0,0.43
223842,F,1,unemployed,23894.0,0.2
223843,F,0,student,0.0,0.836
223844,M,1,retired,35238.0,0.083
223845,F,1,employed,14479.0,0.355
223846,F,1,employed,8963.0,0.437
223847,F,0,retired,13663.0,0.098
223848,M,1,employed,43225.0,0.477
223849,M,1,unemployed,22707.0,0.208
223850,F,0,student,0.0,0.279
223851,M,0,employed,69926.0,0.179
223852,M,1,retired,256791.0,0.136
223853,F,0,employed,22867.0,0.198
223854,F,1,unemployed,20760.0,0.405
223855,M,0,student,9463.0,0.781
223856,F,1,employed,18348.0,0.671
223857,M,1,employed,24801.0,0.08
223858,F,0,unemployed,0.0,0.276
223859,M,1,employed,20100.0,0.65
223860,F,0,employed,27059.0,0.052
223861,F,1,employed,30359.0,0.167
223862,M,1,employed,23980.0,0.578
223863,F,0,unemployed,20229.0,0.079
223864,F,1,employed,39988.0,0.189
223865,F,1,student,6850.0,0.428
223866,F,1,employed,20562.0,0.073
223867,M,0,employed,35381.0,0.18
223868,F,1,unemployed,22364.0,0.391
223869,F,1,employed,61163.0,0.626
223870,F,1,employed,28980.0,0.502
223871,M,1,unemployed,0.0,0.209
223872,F,1,employed,20675.0,0.675
223873,M,1,unemployed,23026.0,0.071
223874,M,1,employed,37716.0,0.3
223875,M,0,employed,30175.0,0.061
223876,M,0,student,0.0,0.943
223877,M,1,employed,21465.0,0.5
223878,F,1,employed,27426.0,0.464
223879,M,0,student,13314.0,0.014
223880,F,0,employed,44948.0,0.593
223881,F,0,student,16055.0,0.346
223882,M,1,employed,27419.0,0.394
223883,M,0,unemployed,25948.0,0.186
223884,M,1,retired,39648.0,0.065
223885,F,0,employed,147848.0,0.479
223886,F,1,unemployed,22386.0,0.577
223887,F,1,employed,22246.0,0.476
223888,F,1,unemployed,0.0,0.656
223889,M,0,employed,84327.0,0.609
223890,F,0,employed,30706.0,0.531
223891,F,1,unemployed,18923.0,0.348
223892,F,0,student,16422.0,0.656
223893,M,1,retired,28702.0,0.259
223894,M,1,employed,69899.0,0.368
223895,M,1,employed,16414.0,0.397
223896,M,0,retired,31895.0,0.177
223897,F,0,student,12113.0,0.99
223898,M,1,employed,24524.0,0.31
223899,F,1,employed,20244.0,0.609
223900,F,1,unemployed,23498.0,0.439
223901,F,1,employed,19379.0,0.311
223902,F,0,student,18734.0,0.271
223903,M,1,retired,35953.0,0.19
223904,F,1,retired,35278.0,0.089
223905,F,1,unemployed,18313.0,0.097
223906,F,1,employed,18807.0,0.611
223907,M,0,employed,47008.0,0.497
223908,M,1,retired,35279.0,0.182
223909,M,1,employed,42945.0,0.492
223910,M,0,employed,210040.0,0.499
223911,F,1,employed,8656.0,0.337
223912,F,1,retired,23934.0,0.237
223913,F,1,unemployed,0.0,0.574
223914,F,1,retired,46211.0,0.105
223915,M,1,employed,31071.0,0.345
223916,F,1,employed,16130.0,0.411
223917,M,1,employed,23425.0,0.278
223918,M,1,employed,31769.0,0.445
223919,M,0,student,20855.0,0.017
223920,F,1,unemployed,21734.0,0.368
223921,M,1,employed,54413.0,0.254
223922,F,0,student,9517.0,0.791
223923,F,1,employed,21647.0,0.538
223924,M,1,employed,11667.0,0.607
223925,M,0,employed,30993.0,0.25
223926,M,1,employed,38377.0,0.48
223927,F,0,unemployed,23403.0,0.577
223928,M,1,retired,40603.0,0.258
223929,M,1,employed,20407.0,0.451
223930,M,1,employed,23616.0,0.37
223931,M,1,employed,28484.0,0.563
223932,M,1,employed,34914.0,0.485
223933,M,1,unemployed,0.0,0.107
223934,M,0,student,5056.0,0.7
223935,M,1,employed,22559.0,0.299
223936,M,1,employed,30858.0,0.547
223937,M,0,student,0.0,0.617
223938,M,0,student,5532.0,0.68
223939,M,0,unemployed,25849.0,0.507
223940,F,0,student,24563.0,0.384
223941,M,1,employed,30710.0,0.46
223942,F,0,retired,23867.0,0.043
223943,M,1,unemployed,26427.0,0.442
223944,M,1,employed,41773.0,0.407
223945,F,1,unemployed,21301.0,0.103
223946,M,0,employed,27579.0,0.21
223947,F,1,employed,29207.0,0.559
223948,M,1,employed,115521.0,0.624
223949,M,0,employed,37833.0,0.395
223950,F,1,employed,41669.0,0.254
223951,M,0,employed,30115.0,0.395
223952,M,1,employed,62864.0,0.134
223953,M,0,employed,41397.0,0.597
223954,F,1,employed,16400.0,0.497
223955,M,1,retired,39832.0,0.183
223956,M,0,employed,25245.0,0.346
223957,F,0,employed,18757.0,0.505
223958,M,1,employed,38657.0,0.514
223959,F,1,employed,33482.0,0.46
223960,M,1,employed,44205.0,0.288
223961,M,1,employed,29239.0,0.523
223962,M,1,unemployed,23052.0,0.463
223963,F,1,employed,29848.0,0.393
223964,M,1,employed,55754.0,0.306
223965,F,1,employed,19948.0,0.504
223966,M,1,unemployed,24845.0,0.31
223967,F,1,employed,17401.0,0.209
223968,M,0,retired,40088.0,0.17
223969,M,1,employed,22873.0,0.375
223970,M,1,employed,22242.0,0.166
223971,F,0,employed,20385.0,0.398
223972,M,0,employed,22906.0,0.209
223973,M,1,employed,41329.0,0.438
223974,M,0,student,18371.0,0.462
223975,M,1,employed,37861.0,0.089
223976,M,0,employed,32195.0,0.398
223977,M,0,employed,26265.0,0.149
223978,F,1,employed,34706.0,0.089
223979,F,1,unemployed,20684.0,0.522
223980,F,1,employed,33532.0,0.573
223981,M,1,unemployed,23170.0,0.413
223982,M,0,employed,20581.0,0.331
223983,M,1,employed,312164.0,0.591
223984,F,1,employed,30234.0,0.222
223985,M,0,retired,19917.0,0.14
223986,M,0,employed,34636.0,0.24
223987,F,1,employed,18331.0,0.687
223988,M,1,employed,54762.0,0.419
223989,M,0,student,0.0,0.718
223990,M,0,employed,21466.0,0.457
223991,M,1,employed,27140.0,0.261
223992,M,1,employed,40496.0,0.285
223993,F,1,employed,23261.0,0.146
223994,F,1,unemployed,24605.0,0.224
223995,M,1,employed,57918.0,0.682
223996,F,1,employed,12490.0,0.642
223997,M,1,retired,29089.0,0.178
223998,F,0,student,11121.0,0.099
223999,M,0,unemployed,26285.0,0.372
224000,M,1,retired,40276.0,0.014
224001,M,0,unemployed,26181.0,0.367
224002,F,1,retired,26884.0,0.135
224003,M,1,retired,16562.0,0.188
224004,M,1,employed,11802.0,0.595
224005,M,1,employed,29311.0,0.464
224006,M,0,employed,22036.0,0.277
224007,M,0,employed,27927.0,0.11
224008,F,0,student,13447.0,0.928
224009,M,1,employed,69466.0,0.284
224010,F,1,employed,30132.0,0.346
224011,F,1,employed,20645.0,0.598
224012,M,0,student,0.0,0.549
224013,M,1,retired,15584.0,0.254
224014,M,1,employed,56446.0,0.563
224015,M,0,unemployed,0.0,0.072
224016,F,0,employed,22568.0,0.483
224017,M,1,retired,109420.0,0.082
224018,M,0,student,8152.0,0.869
224019,M,0,student,10282.0,0.585
224020,M,1,employed,54837.0,0.061
224021,M,1,employed,105391.0,0.545
224022,M,1,unemployed,0.0,0.015
224023,F,1,employed,21659.0,0.692
224024,F,1,employed,38948.0,0.144
224025,M,1,employed,22157.0,0.168
224026,M,1,retired,32059.0,0.171
224027,M,1,employed,29003.0,0.478
224028,M,0,student,12116.0,0.478
224029,F,1,employed,24094.0,0.124
224030,M,1,employed,37335.0,0.496
224031,F,0,employed,23689.0,0.449
224032,M,1,employed,63405.0,0.442
224033,F,1,employed,24269.0,0.273
224034,M,1,retired,77737.0,0.195
224035,F,1,retired,15702.0,0.172
224036,M,1,retired,54499.0,0.195
224037,M,1,employed,20208.0,0.426
224038,M,0,employed,40676.0,0.546
224039,M,0,student,0.0,0.034
224040,F,1,employed,23653.0,0.381
224041,F,1,retired,20789.0,0.19
224042,M,1,employed,32320.0,0.505
224043,M,0,unemployed,22413.0,0.445
224044,M,1,unemployed,24140.0,0.507
224045,F,0,retired,18372.0,0.247
224046,M,1,retired,24610.0,0.134
224047,F,1,employed,16411.0,0.599
224048,M,1,employed,42914.0,0.009
224049,M,0,student,7944.0,0.679
224050,F,1,employed,15773.0,0.0
224051,M,0,employed,35004.0,0.429
224052,F,0,employed,15589.0,0.263
224053,M,0,employed,22181.0,0.572
224054,M,1,employed,41288.0,0.23
224055,M,0,employed,21330.0,0.313
224056,F,1,retired,30665.0,0.095
224057,M,1,employed,12465.0,0.119
224058,M,1,employed,59232.0,0.536
224059,M,1,employed,96510.0,0.498
224060,M,1,unemployed,0.0,0.073
224061,F,0,retired,13555.0,0.139
224062,M,0,employed,58927.0,0.503
224063,M,1,employed,21825.0,0.671
224064,M,0,employed,27128.0,0.398
224065,F,1,employed,24735.0,0.614
224066,F,1,employed,45476.0,0.614
224067,M,0,employed,21762.0,0.295
224068,M,0,employed,21378.0,0.51
224069,F,0,retired,20200.0,0.239
224070,M,0,retired,42004.0,0.081
224071,M,0,employed,28443.0,0.609
224072,F,1,unemployed,22172.0,0.385
224073,M,1,employed,61511.0,0.583
224074,M,0,student,13683.0,0.838
224075,F,1,unemployed,0.0,0.295
224076,M,1,employed,38785.0,0.146
224077,F,1,unemployed,22209.0,0.45
224078,F,1,retired,217193.0,0.149
224079,F,1,retired,48679.0,0.209
224080,F,1,employed,10713.0,0.3
224081,M,0,student,14361.0,0.937
224082,F,1,student,8884.0,0.231
224083,M,1,student,16566.0,0.956
224084,M,1,employed,40575.0,0.228
224085,M,0,employed,75283.0,0.125
224086,M,1,employed,52254.0,0.465
224087,F,1,employed,21108.0,0.335
224088,M,1,employed,51712.0,0.577
224089,F,1,unemployed,21430.0,0.176
224090,M,1,employed,19957.0,0.521
224091,M,1,employed,32857.0,0.576
224092,M,0,employed,24026.0,0.448
224093,F,1,unemployed,20052.0,0.376
224094,M,1,unemployed,27561.0,0.133
224095,M,1,employed,26236.0,0.657
224096,M,1,employed,20792.0,0.1
224097,M,0,retired,27721.0,0.062
224098,F,1,retired,13835.0,0.085
224099,F,1,employed,18196.0,0.441
224100,M,1,employed,23879.0,0.251
224101,M,1,unemployed,24336.0,0.132
224102,F,1,unemployed,0.0,0.078
224103,M,1,employed,141737.0,0.576
224104,M,1,employed,23641.0,0.509
224105,M,0,retired,74203.0,0.104
224106,M,0,student,11366.0,0.509
224107,M,1,employed,24301.0,0.644
224108,M,1,employed,19856.0,0.433
224109,M,1,employed,20456.0,0.433
224110,M,1,retired,17129.0,0.275
224111,M,1,employed,68404.0,0.352
224112,F,1,retired,14828.0,0.11
224113,M,0,employed,60980.0,0.464
224114,M,1,employed,47891.0,0.69
224115,M,0,unemployed,24065.0,0.039
224116,F,1,employed,18427.0,0.467
224117,M,1,employed,39747.0,0.389
224118,F,1,retired,32387.0,0.121
224119,F,1,employed,76049.0,0.667
224120,M,0,unemployed,29379.0,0.682
224121,F,1,employed,19129.0,0.376
