id,own,competing2,competing3,borrowertype,accepted,default,profit
122884,.1586298,.185514,.3868625,2,1,0,1586.298
122885,.1189919,.12607,.107606,1,1,0,1189.919
122886,.1616642,.17837,.1924706,2,0,0,
122887,.0963339,.2298895,.0925862,2,0,0,
122888,.3764673,,.142276,3,0,1,
122889,.2873586,.286925,.1187528,3,0,0,
122890,.2041012,,.2120007,3,0,1,
122891,.2212471,.352459,.6699129,2,1,0,2212.471
122892,.4221939,.7113969,,3,1,0,4221.938
122893,.5166746,.7933514,.5690367,3,1,1,-10000
122894,.1720871,.149072,.1924706,1,0,0,
122895,.1587704,.166857,.1107224,2,0,0,
122896,.1186764,.1792689,.0815706,2,0,0,
122897,.2230029,,,2,1,0,2230.029
122898,.4198197,.892874,.117449,1,0,0,
122899,.2144185,.231694,.2414902,3,1,0,2144.185
122900,.1345723,.11129,.1067727,2,0,1,
122901,.17658,.6318839,.2335392,1,1,0,1765.8
122902,.2749372,.9664343,.4357302,1,1,0,2749.372
122903,.3126055,.172198,.4413368,3,0,0,
122904,.3251695,.158785,.2768915,2,0,0,
122905,.3339853,.343247,.1761574,2,0,0,
122906,.1727097,.195394,.0610251,3,0,0,
122907,.3491445,,.4555846,1,1,1,-10000
122908,.1204566,.111309,.1549522,2,0,0,
122909,.1648374,.4094026,.109559,1,0,0,
122910,.1770647,,.2203397,1,1,0,1770.647
122911,.3631155,,.2067377,1,0,1,
122912,.2416422,.6474115,.0973615,2,0,0,
122913,.3332399,.134664,.1842243,1,0,0,
122914,.1855533,.287614,.1662736,1,1,0,1855.533
122915,.1488692,.12916,.5016795,1,1,0,1488.692
122916,.1963217,.237078,.3944105,3,1,1,-10000
122917,.1738525,.149089,.322483,2,0,0,
122918,.1881433,.1792655,.2615169,3,0,1,
122919,.2584498,.6765859,.4712408,3,1,1,-10000
122920,.1903798,.1792694,.2995293,1,1,1,-10000
122921,.1172431,.4482526,.0804558,1,0,0,
122922,.2332616,.20339,.386863,3,0,0,
122923,.1719388,.150017,,3,0,0,
122924,.2806984,.5778388,.0213771,2,0,0,
122925,.1203496,.22707,.1513636,3,1,0,1203.496
122926,.1909315,.1644246,.1501748,1,0,0,
122927,.1150301,.2299081,.4506648,1,1,0,1150.301
122928,.261616,.170317,.1408577,2,0,0,
122929,.3312614,.2025167,.3953108,2,0,1,
122930,.1466323,.156432,.4714884,2,0,0,
122931,.1425481,.164427,.217494,3,1,0,1425.481
122932,.1373777,.1644247,.5805,2,1,0,1373.777
122933,.1666273,.197745,.3382479,2,1,1,-10000
122934,.1430871,.1644273,.1032294,2,0,0,
122935,.3104047,,.3687379,1,1,0,3104.047
122936,.1376622,.111921,.098772,1,0,0,
122937,.5369433,,.4099311,1,0,0,
122938,.1735109,.3535558,,3,1,0,1735.109
122939,.1954197,,.22605,2,1,1,-10000
122940,.4081218,.321423,.18643,1,0,0,
122941,.3329705,.188902,.351356,2,0,0,
122942,.224509,,.1848762,1,0,0,
122943,.2696505,.1792661,.2036485,1,0,0,
122944,.3114966,.5323302,.1228353,1,0,0,
122945,.5382761,,,1,1,0,5382.761
122946,.204911,.1644253,.1236936,3,0,0,
122947,.202823,.1721703,.4723104,3,0,0,
122948,.1803171,.185501,.2954914,2,0,0,
122949,.2372305,,.3676861,1,1,1,-10000
122950,.1705517,.1644231,.132756,3,0,0,
122951,.1439087,.59025,.0771764,2,0,0,
122952,.311953,.1644254,.1187528,3,0,0,
122953,.2068503,.336511,.3089897,2,1,0,2068.503
122954,.2448733,,.1494447,3,0,0,
122955,.3020048,.254675,.251006,3,0,1,
122956,.1148705,.1365588,.0534228,1,0,0,
122957,.435499,.263216,.2505679,1,0,0,
122958,.0935712,.1010276,.051982,1,0,0,
122959,.1796614,.210643,.241886,2,1,0,1796.614
122960,.2165644,.8497333,.3853234,2,1,1,-10000
122961,.189981,.2339533,.1299815,3,0,1,
122962,.2138598,.2407079,.2473207,3,1,0,2138.598
122963,.3351059,.251405,.3134924,2,0,0,
122964,.1940949,,.1290491,3,0,0,
122965,.3309723,.2025165,.225189,3,0,0,
122966,.2426368,,.1446149,3,0,0,
122967,.1738525,,.169415,2,0,0,
122968,.9153247,.696793,.5060952,2,0,1,
122969,.1914135,.2758431,.3089897,3,1,0,1914.135
122970,.3157718,.1644224,.2775792,3,0,0,
122971,.1535818,.276254,.0904149,3,0,0,
122972,.3294237,.185506,.2856117,1,0,0,
122973,.1876746,.380989,.1436682,2,0,0,
122974,.2070414,.5842909,.3756956,3,1,0,2070.414
122975,.1439087,.1722054,.1233651,2,0,0,
122976,.2478873,,.610823,2,1,0,2478.873
122977,.1478369,.1528098,.0835749,3,0,0,
122978,.2286129,.1855102,.1918502,2,0,0,
122979,.1579111,.6817358,.0459278,3,0,0,
122980,.1244579,.1792691,.1547505,3,1,0,1244.579
122981,.4322653,,.4596588,1,1,0,4322.653
122982,.157397,.7036124,.1804211,1,1,1,-10000
122983,.0987892,.096492,.0431113,2,0,0,
122984,.1084857,.1644274,.0966506,2,0,0,
122985,.0982182,.1287739,.0535481,3,0,0,
122986,.7877643,,.9249885,1,1,0,7877.643
122987,.2283127,,.1487868,2,0,0,
122988,.6931758,,.6302434,1,0,0,
122989,.1886814,.5907981,.7025017,3,1,0,1886.814
122990,.3387906,.292487,.4020827,2,0,0,
122991,.1983351,.223385,.1783276,3,0,0,
122992,.1732835,.2558188,.1268346,3,0,0,
122993,.1318376,.1855135,.0566667,2,0,1,
122994,.1809667,.385542,.2551725,2,1,0,1809.667
122995,.2505325,.4944585,.4224944,3,1,0,2505.325
122996,.1941122,,.2436498,3,1,1,-10000
122997,.6575378,.297159,.8036263,3,0,0,
122998,.1636369,.142255,.2179483,3,0,0,
122999,.3045277,.278963,.211255,1,0,0,
123000,.1964813,.163502,.1305269,3,0,0,
123001,.1524971,.4975535,.0720825,2,0,0,
123002,.3258854,.156192,.3248646,1,0,0,
123003,.3049982,.7472551,.2014969,1,0,0,
123004,.2290262,,.1850119,2,0,0,
123005,.211314,.1855072,.4714884,3,0,0,
123006,.1816962,.192476,.2262647,3,1,0,1816.962
123007,.3282455,.230285,.4589222,1,0,0,
123008,.1448633,.1722024,.3906264,2,1,0,1448.633
123009,.2434772,,.6476645,1,1,0,2434.772
123010,.1573302,.4263475,.0698523,3,0,0,
123011,.1065724,.1236381,.0523444,2,0,0,
123012,.2114382,.145913,.3327895,1,0,0,
123013,.253323,.256204,.2414902,3,0,0,
123014,.1244299,.1644266,.1436682,2,1,0,1244.299
123015,.2096333,,.5778437,2,1,1,-10000
123016,.2165727,.370079,.4630867,2,1,1,-10000
123017,.3156092,.1644253,.2122628,2,0,0,
123018,.1907167,.164101,.2139695,1,0,0,
123019,.2203053,.352977,.3223683,1,1,1,-10000
123020,.1234626,.152129,.2566948,2,1,1,-10000
123021,.2743022,,.1061666,2,0,0,
123022,.1273279,.0441517,.007,2,0,0,
123023,.2375603,,.1362215,2,0,0,
123024,.3613593,.1855013,,3,0,0,
123025,.2006237,,.1114912,1,0,0,
123026,.2379422,,.22109,1,1,0,2379.422
123027,.1429905,.1855115,.2510392,3,1,0,1429.905
123028,.3055516,,,1,1,0,3055.516
123029,.3931634,.7068471,,1,1,0,3931.634
123030,.168758,.1644227,.1088353,1,0,0,
123031,.2057872,,.5377569,2,1,0,2057.872
123032,.3328147,.4752171,.1728353,3,0,0,
123033,.5729193,,,1,1,0,5729.193
123034,.1966024,.9174182,,2,1,1,-10000
123035,.1542833,.1722033,.8640184,3,1,0,1542.833
123036,.3529938,,.4146481,3,1,0,3529.938
123037,.2292662,.462681,.2010852,3,0,1,
123038,.1738777,.280611,.1084473,2,0,0,
123039,.1318792,.092343,.1500632,1,0,0,
123040,.2100771,,.1804609,1,0,0,
123041,.117006,.1792692,.1261111,2,1,1,-10000
123042,.1337645,.1855133,.637123,3,1,1,-10000
123043,.1164275,.1644253,.5016795,1,1,0,1164.275
123044,.484848,.308814,.4551568,2,0,0,
123045,.3138527,.5968702,.2220042,3,0,1,
123046,.2097672,.261111,.7795634,3,1,0,2097.672
123047,.1096512,.121494,.3944105,1,1,0,1096.512
123048,.3013318,.3002997,.1952453,1,0,0,
123049,.2900414,.6429104,.312457,2,1,0,2900.414
123050,.2556213,,.2957724,1,1,0,2556.213
123051,.0993701,.1994091,.1090919,2,1,0,993.7007
123052,.1798993,.3149149,.0676316,2,0,0,
123053,.3448491,.1855058,.4341043,3,0,0,
123054,.2405303,.594656,.2315968,1,1,0,2405.303
123055,.2522304,,,2,1,1,-10000
123056,.3129522,.4368294,.8846716,3,1,0,3129.522
123057,.1009089,.1201519,.0479597,3,0,0,
123058,.2496236,,.4071121,2,1,1,-10000
123059,.1735196,.6592794,.1081186,1,0,0,
123060,.1583409,.5214563,.1315528,1,0,0,
123061,.1888667,.1722089,.1101144,3,0,0,
123062,.1896537,.137283,.4426321,1,0,0,
123063,.1641809,.6362413,,2,1,0,1641.809
123064,.3049982,.1644238,.2559774,1,0,0,
123065,.1937472,.1855135,.3756956,3,0,0,
123066,.1418213,.3212198,.1985788,3,1,0,1418.213
123067,.1905643,.182003,.4882201,3,0,1,
123068,.132614,.8207728,.1028521,2,0,0,
123069,.2482301,.1527927,.1200482,1,0,0,
123070,.1909315,.8597965,.2134489,3,1,0,1909.315
123071,.2295804,.256933,.5706774,3,1,0,2295.804
123072,.1546218,.1855117,.161247,2,1,0,1546.218
123073,.179213,.7793717,.3476399,1,1,0,1792.13
123074,.1666663,.154788,.1455095,1,0,1,
123075,.1539703,.1404321,.1310714,3,0,0,
123076,.1668417,.204253,.0429086,2,0,0,
123077,.2768771,.7726143,.4506648,3,1,1,-10000
123078,.1787601,.4176894,.4589222,2,1,1,-10000
123079,.1742644,.1644242,.3323336,3,0,1,
123080,.1760547,.1792661,.2796263,3,1,0,1760.547
123081,.3201129,.1644211,.1944586,3,0,0,
123082,.1234751,.1855123,.1190875,3,0,0,
123083,.2323935,.638089,.1979934,3,0,0,
123084,.3593582,.6242031,.1001843,1,0,0,
123085,.0953028,.1644271,.0854166,1,1,0,953.0278
123086,.1208239,.1855135,.0821437,2,0,1,
123087,.2082763,.215114,.1940899,2,0,0,
123088,.3169876,.1855071,,1,0,0,
123089,.6346995,.405177,,2,0,0,
123090,.2746758,.1644213,.1338589,2,0,0,
123091,.3399476,.318094,.2901872,3,0,1,
123092,.146392,.2025207,.1159444,2,0,0,
123093,.1338973,.274759,.1500371,3,0,0,
123094,.1466997,.3212198,.1455529,2,0,0,
123095,.1812427,.1644257,.1544248,1,0,0,
123096,.1790663,.1792677,.1987082,3,0,1,
123097,.1371694,.5959833,.0980207,2,0,0,
123098,.1030157,.047084,.0424636,1,0,0,
123099,.1585169,.281135,.0734856,2,0,0,
123100,.1309958,.179268,.0906282,3,0,0,
123101,.240906,,,3,1,1,-10000
123102,.1267207,.177418,.2115445,2,1,0,1267.207
123103,.1646709,.224446,.8371818,1,1,0,1646.708
123104,.1929512,.344529,.2566411,2,1,1,-10000
123105,.6647221,,.7348316,2,1,1,-10000
123106,.2465745,.7637299,.4714884,2,1,0,2465.745
123107,.348689,,.083053,1,0,0,
123108,.3261072,.1855088,.1698512,3,0,0,
123109,.1520713,.2758431,.1987082,2,1,0,1520.713
123110,.1685734,.1855137,.0193287,2,0,0,
123111,.3562252,.1855073,.3307101,1,0,0,
123112,.3000771,.179267,,3,0,0,
123113,.2151342,.227288,.3451657,1,1,0,2151.342
123114,.1478369,.301653,.0751866,2,0,0,
123115,.4262815,.538076,.2157364,2,0,0,
123116,.1227129,.200785,.0523444,3,0,0,
123117,.3483179,.288687,.2833323,3,0,0,
123118,.1651767,.854528,.0891614,2,0,0,
123119,.134893,.5610492,.1291166,2,0,0,
123120,.1751925,.1644257,.4487516,3,0,1,
123121,.3776829,,.4173248,2,1,0,3776.829
123122,.1575201,.170069,.1059394,1,0,0,
123123,.3902536,,.2496537,3,0,1,
123124,.1486314,.3002997,.1168425,1,0,0,
123125,.0882397,.027,.025101,2,0,0,
123126,.1666357,.185514,.2384939,1,1,0,1666.357
123127,.1822652,.1855129,.1513636,3,0,0,
123128,.2235906,,.2303183,1,1,0,2235.906
123129,.1314792,.317365,.1654253,1,1,0,1314.792
123130,.6996214,,.8477327,1,1,0,6996.214
123131,.535822,,.6285735,1,1,0,5358.22
123132,.251267,,.4328126,3,1,0,2512.67
123133,.3191891,,,1,1,0,3191.891
123134,.1154802,.1162133,.6912408,1,1,0,1154.802
123135,.1527297,.164426,.066328,1,0,0,
123136,.2008629,.1644273,.1080997,3,0,1,
123137,.1479221,.1792694,.0070041,2,0,0,
123138,.2680794,,.7036113,3,1,1,-10000
123139,.1521332,.187756,.1395939,2,0,0,
123140,.2150818,.189212,.5565653,3,0,0,
123141,.1475433,.342959,.1248967,1,0,1,
123142,.145377,.140439,.1549522,3,0,0,
123143,.0998559,.185514,.0502216,3,0,0,
123144,.1494467,.105541,.1601648,2,0,0,
123145,.5346455,.7562296,.4744144,1,0,0,
123146,.1049399,.144983,.0457968,1,0,1,
123147,.1663781,.312506,.4264507,2,1,0,1663.781
123148,.1281314,.101129,.132034,3,0,0,
123149,.3442518,.1855086,,2,0,0,
123150,.2668098,.3535558,.1394906,1,0,0,
123151,.1511902,.152817,.3046741,2,0,0,
123152,.1161829,.1644266,.1293532,2,1,0,1161.829
123153,.215042,.8166807,.2892646,1,1,0,2150.42
123154,.4235515,,.6993772,2,1,1,-10000
123155,.1433711,.409526,.2152227,2,1,0,1433.711
123156,.5934559,,1,3,1,0,5934.559
123157,.3083052,.1644259,.1972724,2,0,1,
123158,.1674771,.1644239,.120269,3,0,0,
123159,.2012409,.18788,.7162081,3,0,0,
123160,.5345789,,.434252,1,0,0,
123161,.1918866,.2004113,.0667323,1,0,0,
123162,.3399065,.167712,.7551111,3,0,0,
123163,.123851,.173706,.4185602,3,1,0,1238.51
123164,.2188982,.8012474,.1776501,2,0,0,
123165,.7829762,,,1,1,1,-10000
123166,.4251824,.381049,.1760928,1,0,0,
123167,.3400957,.181278,.1684976,1,0,0,
123168,.1583837,.1404198,.0995987,3,0,0,
123169,.2060114,.1644256,.1184092,3,0,0,
123170,.2983254,.1855092,.2106087,3,0,0,
123171,.1195244,.082413,.4224944,3,0,0,
123172,.1214607,.1644258,.1085414,2,0,1,
123173,.1650776,.3435198,,1,1,1,-10000
123174,.2307097,.6884646,.4623272,1,1,1,-10000
123175,.1471807,.1722016,.2688673,3,1,0,1471.807
123176,.1515444,.1855116,.1121403,3,0,0,
123177,.2483281,,.6476645,3,1,0,2483.281
123178,.2455871,,.3741639,2,1,0,2455.871
123179,.1398802,.2974027,.1177134,2,0,0,
123180,.4131961,.6153061,.5056494,3,1,1,-10000
123181,.129985,.1792678,.1009891,1,0,0,
123182,.4736458,,.5008201,1,1,0,4736.458
123183,.1435709,.267496,.2027119,2,1,0,1435.709
123184,.1489179,.9103729,.2713262,1,1,1,-10000
123185,.1632317,.1644253,.1211947,3,0,0,
123186,.2111948,,.8640184,2,1,0,2111.948
123187,.3054647,,.4567626,1,1,1,-10000
123188,.1300504,.2441745,.0840018,2,0,0,
123189,.225148,.1644272,.1178026,2,0,0,
123190,.1441906,,.0925862,3,0,0,
123191,.6630384,,,2,1,1,-10000
123192,.2257296,,.3311955,2,1,0,2257.296
123193,.1721052,.1792632,.1019565,1,0,1,
123194,.2016164,.357879,.1869602,1,1,0,2016.164
123195,.2160262,.448892,.3692776,2,1,0,2160.262
123196,.1357466,.1855116,.0730447,2,0,0,
123197,.1965186,.1855088,.2069536,1,1,1,-10000
123198,.3415156,,.2188667,1,0,0,
123199,.148384,.328266,.4714884,3,1,0,1483.84
123200,.268167,.1644259,.2295062,3,0,1,
123201,.1284336,.1644262,.1150331,3,0,0,
123202,.3538817,.235237,.1171828,3,0,0,
123203,.1018474,.1855131,.1141035,2,1,0,1018.474
123204,.1563263,.2025206,.1601809,2,1,0,1563.263
123205,.2883667,.7793717,.144213,3,0,1,
123206,.1487462,.291934,.2892646,1,1,0,1487.462
123207,.1660061,.320819,.2266538,1,1,0,1660.061
123208,.1768022,.126125,.1392843,3,0,0,
123209,.2437887,.9144313,,3,1,0,2437.887
123210,.1941856,,,1,1,0,1941.856
123211,.2413131,,.3325889,3,1,0,2413.131
123212,.1837455,.1855108,.2585435,3,1,0,1837.455
123213,.1754903,.1644257,.1323545,3,0,0,
123214,.1898152,.13747,.1633586,1,0,0,
123215,.0964067,.156073,.074322,2,0,0,
123216,.4198197,,.1680737,2,0,1,
123217,.3136513,.323589,,3,1,1,-10000
123218,.1836286,.1721959,.2349217,3,0,0,
123219,.2211856,.245031,.1914017,2,0,0,
123220,.1310073,.2716687,.0648113,1,0,0,
123221,.6444857,,1,1,1,0,6444.856
123222,.1775568,.126473,,3,0,0,
123223,.3365652,.1722009,.2036485,3,0,0,
123224,.1798993,.096083,.0578908,2,0,0,
123225,.2208597,.399592,.4648435,2,1,0,2208.597
123226,.1801244,.1644261,.1019565,2,0,0,
123227,.1420796,.1580232,,1,1,0,1420.796
123228,.480393,.350406,.6448392,1,0,0,
123229,.1932334,.3212198,.4630867,2,1,0,1932.334
123230,.2221088,.628892,.2764458,2,1,0,2221.088
123231,.4151045,.5852855,.3424285,3,0,0,
123232,.1184707,.1855117,.1008222,2,0,0,
123233,.2922005,.4941836,.7611603,1,1,0,2922.005
123234,.1607692,.189027,.1783649,1,1,0,1607.692
123235,.2883593,.1792658,.2150408,1,0,0,
123236,.1836735,.144987,.7196802,1,0,0,
123237,.1028728,.1644266,.0463882,3,0,0,
123238,.1477561,.4941836,.1111708,1,0,0,
123239,.2904319,.1722078,.2990513,3,0,0,
123240,.117682,.451164,.1028454,2,0,0,
123241,.1071675,.4045576,.0839272,1,0,0,
123242,.1878189,.6784416,.0915523,2,0,1,
123243,.1719388,.227697,.3915692,1,1,1,-10000
123244,.2448011,.1855079,.877736,3,0,0,
123245,.1532415,,.8708519,2,1,1,-10000
123246,.1442157,.451164,.1076366,1,0,0,
123247,.303751,.1644238,.2793762,2,0,0,
123248,.1438811,.142174,.1437849,2,0,0,
123249,.2921419,.259593,.590327,2,0,0,
123250,.1981538,.5192741,.4973379,1,1,0,1981.538
123251,.5861641,.315362,.5386354,1,0,0,
123252,.3172247,,.3029711,1,1,0,3172.247
123253,.1914376,.19711,.1360762,3,0,0,
123254,.3019763,.6678311,,1,1,0,3019.763
123255,.1272404,.4506721,.0939358,1,0,0,
123256,.1522159,.133938,.9129394,3,0,0,
123257,.1296281,.221264,.4185602,2,1,0,1296.281
123258,.1599536,.3535558,.302347,3,1,0,1599.536
123259,.1948237,.2025153,.0501967,1,0,0,
123260,.3328052,,.4799883,1,1,0,3328.052
123261,.1822094,.2025143,.1838972,3,0,0,
123262,.1116979,.36175,.0979149,2,0,0,
123263,.1638471,.097655,.0627509,2,0,0,
123264,.5851571,,.9491923,2,1,1,-10000
123265,.1879524,.144146,.2947872,1,0,0,
123266,.1210718,.117952,.0944982,1,0,1,
123267,.1501769,.255181,.4107577,3,1,0,1501.769
123268,.1783567,.1855119,.6801296,2,0,0,
123269,.3519687,.2923,.1668773,2,0,0,
123270,.1076928,.151977,.0699293,1,0,0,
123271,.4459085,.6273177,.7196802,3,1,0,4459.085
123272,.5581509,.33155,.5546335,1,0,0,
123273,.108697,.4496435,.0632091,2,0,0,
123274,.1683284,.2632675,.2925102,2,1,1,-10000
123275,.2244064,.1644244,.2208193,2,0,0,
123276,.2279705,.1580192,.336717,1,0,1,
123277,.2432407,.1528004,.1503912,2,0,0,
123278,.6664042,.371729,.9872555,2,0,1,
123279,.1371694,.085162,.07344,2,0,0,
123280,.2983969,.278331,.3538093,1,0,0,
123281,.2023513,,,3,1,1,-10000
123282,.1701366,.241419,.2863065,3,1,0,1701.366
123283,.1628201,.1644231,.343333,2,0,0,
123284,.184674,.5660094,.1187528,2,0,0,
123285,.1722774,.4188748,.2612045,2,1,0,1722.774
123286,.2040523,.1855132,,1,1,0,2040.523
123287,.1516772,,.1142,2,0,0,
123288,.1873648,.1644236,.2628828,3,0,0,
123289,.3218016,.201652,.1487868,1,0,1,
123290,.4026172,,.3270924,2,0,1,
123291,.2727388,,.0806557,1,0,1,
123292,.1251147,.1690899,.0920018,1,0,0,
123293,.3592248,,,1,1,0,3592.248
123294,.1666359,.164424,.1032855,3,0,0,
123295,.1979751,.6830643,.0898733,3,0,1,
123296,.1357867,.202521,.2121723,3,1,0,1357.867
123297,.1964813,,.1428758,2,0,0,
123298,.5010239,,,1,1,0,5010.239
123299,.5303846,.7933514,.5195015,2,0,0,
123300,.3344138,,.1772195,2,0,0,
123301,.1461343,.1792663,.2860355,3,1,0,1461.343
123302,.1624185,.9274143,.123266,3,0,1,
123303,.1893654,.317365,.1322629,2,0,0,
123304,.1456532,.4941836,.2208193,1,1,0,1456.532
123305,.4185965,,.2054906,2,0,1,
123306,.1983459,.1644264,,3,0,0,
123307,.1647858,.134333,.0717634,2,0,0,
123308,.3312037,.278071,,1,0,1,
123309,.1382965,.2824036,.1317635,1,1,0,1382.965
123310,.178559,.231854,.3392424,1,1,0,1785.59
123311,.1745118,.272097,.6583443,3,1,0,1745.118
123312,.1710104,.1855084,.1422141,1,0,0,
123313,.3366093,.1792626,.5659876,2,0,0,
123314,.1801596,.305926,.4547816,2,1,0,1801.596
123315,.1133888,.1792695,.0888978,1,0,0,
123316,.2813549,.218159,.2393674,1,0,0,
123317,.14922,.7746317,.637123,1,1,0,1492.2
123318,.1336338,.153614,.1440377,1,1,0,1336.338
123319,.2474194,.231971,.7611603,3,0,0,
123320,.2022294,,.3089897,3,1,1,-10000
123321,.5834743,,.5405056,2,0,0,
123322,.4255975,,.2046857,2,0,1,
123323,.2061511,.2299081,.2566948,3,1,0,2061.511
123324,.2043195,.1636482,.0867362,2,0,1,
123325,.1202311,.147007,.1869602,3,1,0,1202.311
123326,.3854459,.316577,.5611776,2,0,0,
123327,.1566771,.413018,.0955123,3,0,0,
123328,.1293786,.103958,.1439947,1,0,0,
123329,.1446435,.1644244,.2210008,2,0,0,
123330,.1339153,.4244928,.1385955,1,1,0,1339.153
123331,.2354429,.184018,.2996267,2,0,0,
123332,.101445,.1855133,.0508811,3,0,0,
123333,.1616161,.18551,.1980331,1,1,0,1616.161
123334,.129256,.260276,.1050081,1,0,0,
123335,.3603728,.1528017,.8047143,2,0,0,
123336,.1215215,.7893284,.0964984,3,0,0,
123337,.13203,.238044,.1741825,3,1,0,1320.3
123338,.2377761,,.1088459,1,0,0,
123339,.505484,,.5559233,3,1,0,5054.84
123340,.365678,,.4747925,2,1,1,-10000
123341,.3221337,.1855134,.1869602,3,0,0,
123342,.5594919,,1,1,1,0,5594.919
123343,.8226892,.36739,,3,0,0,
123344,.4093499,.5425843,.515006,3,1,0,4093.499
123345,.1383069,.1855142,.1665809,2,1,0,1383.069
123346,.423867,,.390764,2,0,1,
123347,.1630777,.1644263,.0539827,2,0,0,
123348,.1676346,.201022,.074322,3,0,0,
123349,.4552939,,,3,1,0,4552.939
123350,.1148705,.1644263,.0518055,1,0,0,
123351,.3363733,.1721751,.2505679,2,0,0,
123352,.1700359,.1644241,.1263307,3,0,1,
123353,.235876,.16104,.2957724,2,0,0,
123354,.1484394,.1721845,.1347134,2,0,0,
123355,.1478919,.550029,.1493555,3,0,0,
123356,.6558759,.434874,.7546377,2,0,1,
123357,.1155856,.151566,.0693727,1,0,0,
123358,.2162377,.6461731,.4017929,3,1,0,2162.377
123359,.101678,.229469,.1139011,1,1,0,1016.78
123360,.4179564,.9368786,.4033146,2,0,0,
123361,.3146194,.967672,.3652695,1,1,0,3146.194
123362,.3151588,,.7025017,2,1,0,3151.588
123363,.2833774,,.5245683,2,1,0,2833.774
123364,.1112145,.1792685,.1163216,1,1,0,1112.145
123365,.4315094,.501674,.3791415,3,0,0,
123366,.3404727,,.2517242,2,0,0,
123367,.351171,.1528066,.389327,1,0,0,
123368,.1239178,.189106,.1184384,2,0,0,
123369,.3687648,.329558,.4885882,1,0,0,
123370,.0936814,.047084,.007,1,0,0,
123371,.4524971,,.6325536,2,1,0,4524.971
123372,.1526052,.29321,.20456,3,1,0,1526.052
123373,.272461,.164425,.1596761,3,0,0,
123374,.2651017,,,3,1,0,2651.017
123375,.2021274,,.8438175,2,1,0,2021.274
123376,.2138266,.1855088,.136556,1,0,0,
123377,.1597699,.6362413,.4547816,3,1,0,1597.699
123378,.1081204,.063218,.0745369,3,0,0,
123379,.176414,.2025197,.1637478,3,0,0,
123380,.1664636,.8597965,.8708519,3,1,0,1664.636
123381,.5543427,,.8776505,1,1,0,5543.427
123382,.2549732,.122122,.1615826,2,0,1,
123383,.3173021,.41589,.2636568,3,0,0,
123384,.3219298,.153816,.8111147,3,0,1,
123385,.193234,.099962,.2461485,2,0,0,
123386,.2306439,,.2558849,3,1,0,2306.439
123387,.3308994,,.4000248,3,1,0,3308.994
123388,.2162377,.414307,.5554948,2,1,0,2162.377
123389,.256357,.5145274,.1970104,3,0,0,
123390,.2968599,.1855098,.3267681,2,0,0,
123391,.1160255,.4113485,.0937373,3,0,0,
123392,.5519814,,,2,1,0,5519.814
123393,.1961816,,,2,1,0,1961.816
123394,.2696009,.1855129,,2,0,0,
123395,.1526904,.2588619,.8047143,2,1,0,1526.904
123396,.1562275,.1579859,.1980331,2,0,0,
123397,.1248652,.174922,.1079744,1,1,0,1248.652
123398,.1928866,.2025191,.3989675,3,1,1,-10000
123399,.2207645,.446175,.4443142,1,1,1,-10000
123400,.157683,.204561,.1201827,3,0,0,
123401,.1567456,.144395,.4185602,3,0,1,
123402,.2054608,.287412,.1351716,2,0,0,
123403,.1738525,.9423204,.1776036,1,1,0,1738.525
123404,.5915094,,,3,1,0,5915.094
123405,.1840475,.5173633,.1800671,2,0,0,
123406,.2257296,,.6063016,2,1,0,2257.296
123407,.1745575,.6465327,.2116492,2,1,0,1745.575
123408,.3233426,,.3990597,2,1,0,3233.426
123409,.1475809,.368013,,1,1,0,1475.809
123410,.1650609,.1644244,.1187374,2,0,0,
123411,.1711592,.2912,.41036,2,1,0,1711.592
123412,.1651975,.2025205,.2796263,1,1,0,1651.975
123413,.6289641,,,1,1,1,-10000
123414,.4286645,.5819328,.4485083,1,1,0,4286.645
123415,.1013029,.1616796,.3190833,1,1,0,1013.029
123416,.1686986,.140915,,3,0,0,
123417,.1664213,.1528115,.2860355,2,0,0,
123418,.2189432,,.1601761,3,0,0,
123419,.2875543,.609027,.3159731,2,1,0,2875.543
123420,.282472,.2153,.2196137,1,0,1,
123421,.1511568,.223122,.2177998,1,1,0,1511.568
123422,.1591487,,.1261111,3,0,0,
123423,.1742446,.185514,.5612099,1,1,1,-10000
123424,.2100176,,.7254847,2,1,0,2100.176
123425,.2161356,.421909,.6164441,2,1,0,2161.356
123426,.2398976,.976547,.0851335,2,0,0,
123427,.161811,.8839526,.1021994,3,0,1,
123428,.294742,.4955824,.195794,3,0,0,
123429,.1478369,.6006353,.6637368,3,1,0,1478.369
123430,.2290511,,.3916049,1,1,1,-10000
123431,.2336672,.286572,.4731719,3,1,0,2336.672
123432,.2056977,,.20601,1,1,0,2056.977
123433,.2259425,.1644243,.1982765,1,0,1,
123434,.19675,.6951185,.2385393,3,1,0,1967.5
123435,.2464881,,.4843529,2,1,1,-10000
123436,.1627783,.1528093,.3056598,3,0,0,
123437,.2010226,.1792667,.386863,2,0,1,
123438,.6135193,,.7927124,2,1,0,6135.193
123439,.2544416,.4231184,.3886437,1,1,0,2544.416
123440,.1628767,.1722004,.3056598,3,1,0,1628.767
123441,.169597,.1528103,.2121723,2,0,0,
123442,.2469751,.1644245,.4068889,3,0,0,
123443,.2478229,,.1779173,3,0,1,
123444,.1690195,.130715,.0975573,2,0,0,
123445,.1888064,.1644259,.7491038,2,0,0,
